alarm_id,device_id,start_timestamp,end_timestamp
26,2,11,11
7,26,11,11
26,26,15,15
26,3,34,34
1,10,227,227
26,19,230,230
14,39,557,557
17,39,558,558
11,33,887,887
26,23,890,890
24,38,897,897
27,18,909,909
1,3,1070,1070
7,24,1075,1075
3,9,1077,1077
13,13,1083,1083
29,4,1084,1084
27,34,1407,1407
13,21,1411,1411
5,16,1420,1420
5,34,1436,1436
0,21,1441,1441
5,34,1446,1446
29,17,1449,1449
21,33,1451,1451
10,34,1456,1456
5,30,1460,1460
0,22,1462,1462
13,28,1471,1471
11,7,1700,1700
26,12,1701,1701
26,12,1701,1701
20,33,1703,1703
0,25,1709,1709
0,30,1712,1712
0,17,1715,1715
0,6,1716,1716
20,7,1718,1718
7,33,2016,2016
18,33,2016,2016
1,29,2016,2016
7,17,2017,2017
13,19,2018,2018
2,19,2020,2020
26,20,2021,2021
8,16,2023,2023
26,21,2025,2025
28,4,2127,2127
4,15,2128,2128
13,2,2129,2129
19,20,2150,2150
6,30,2150,2150
0,16,2151,2151
16,1,2155,2155
16,1,2155,2155
3,38,2155,2155
0,4,2157,2157
16,8,2157,2157
6,30,2160,2160
24,38,2160,2160
16,31,2162,2162
20,30,2162,2162
12,9,2162,2162
13,33,2163,2163
0,15,2164,2164
12,31,2165,2165
22,15,2166,2166
16,23,2168,2168
26,39,2169,2169
21,23,2174,2174
20,36,2177,2177
20,38,2178,2178
18,20,2179,2179
7,23,2191,2191
20,21,2206,2206
20,8,2448,2448
1,13,2464,2464
26,17,2468,2468
20,9,2470,2470
5,33,2497,2497
14,30,2976,2976
20,22,2977,2977
12,30,2980,2980
5,21,2980,2980
17,16,2980,2980
0,3,2981,2981
25,8,2982,2982
10,33,2984,2984
21,12,2985,2985
12,29,2986,2986
0,25,2988,2988
25,17,2995,2995
10,33,2997,2997
29,12,2997,2997
23,12,2999,2999
15,17,2999,2999
0,19,3001,3001
26,15,3007,3007
5,17,3008,3008
20,13,3009,3009
5,33,3013,3013
13,38,3027,3027
20,8,3030,3030
14,9,3379,3379
2,37,3386,3386
10,19,3387,3387
20,33,3388,3388
25,38,3389,3389
13,39,3391,3391
19,8,3394,3394
8,8,3397,3397
20,6,3605,3605
17,22,3696,3696
21,2,3715,3715
7,32,3731,3731
20,14,3742,3742
4,25,3876,3876
5,25,3883,3883
22,17,3887,3887
6,12,3887,3887
20,16,3889,3889
16,6,3890,3890
12,6,3894,3894
0,17,3895,3895
21,21,3994,3994
20,36,4008,4008
13,36,4012,4012
1,19,4147,4147
5,23,4241,4241
20,32,4836,4836
25,22,4913,4913
26,14,5193,5193
22,18,5466,5466
2,23,5540,5540
20,17,5950,5950
1,8,6220,6220
20,30,6221,6221
20,15,6237,6237
15,34,6353,6353
26,39,6376,6376
0,39,6388,6388
23,39,6690,6690
5,21,6690,6690
5,5,6693,6693
10,10,6957,6957
10,26,7806,7806
9,0,7820,7820
23,8,7821,7821
13,14,7828,7828
25,24,7830,7830
3,4,7830,7830
25,0,7830,7830
19,4,7831,7831
21,14,7831,7831
2,0,7832,7832
17,1,7835,7835
21,0,7841,7841
0,4,7842,7842
5,24,7844,7844
13,20,7849,7849
8,28,7851,7851
26,24,7854,7854
0,24,7856,7856
0,4,7857,7857
11,11,7857,7857
28,8,7881,7881
3,22,7884,7884
12,29,7888,7888
1,3,8405,8405
20,16,8406,8406
0,20,8414,8414
5,31,8414,8414
26,14,8414,8414
0,14,8420,8420
3,6,9124,9124
20,2,9277,9277
7,21,9475,9475
8,36,9527,9527
0,38,9537,9537
0,21,9557,9557
29,21,9559,9559
21,34,9561,9561
29,23,9563,9563
5,20,9575,9575
26,28,9601,9601
14,21,10107,10107
4,16,10109,10109
21,21,10111,10111
18,1,10388,10388
5,4,10389,10389
0,24,10391,10391
0,38,10395,10395
0,31,10399,10399
6,26,10399,10399
0,38,10410,10410
19,35,10751,10751
29,28,10761,10761
21,0,10762,10762
24,21,10762,10762
6,38,10765,10765
21,9,10766,10766
6,27,10771,10771
20,17,10773,10773
20,21,10774,10774
1,35,10776,10776
5,28,10777,10777
17,25,10777,10777
0,28,10779,10779
5,35,10780,10780
0,15,10781,10781
20,34,10781,10781
20,34,10781,10781
24,35,10786,10786
20,32,10798,10798
3,27,10863,10863
24,29,10866,10866
0,0,10869,10869
25,10,10923,10923
5,21,10924,10924
22,31,11007,11007
5,16,11021,11021
27,15,11323,11323
10,4,11323,11323
27,5,11407,11407
29,28,11411,11411
1,18,11417,11417
20,5,11418,11418
20,6,11420,11420
7,19,11421,11421
5,31,11423,11423
5,24,11433,11433
7,38,11468,11468
13,23,11474,11474
0,2,11838,11838
19,35,12050,12050
21,7,12112,12112
11,5,12115,12115
0,18,12115,12115
16,39,12116,12116
20,12,12119,12119
13,32,12122,12122
0,32,12125,12125
14,32,12140,12140
5,17,12142,12142
1,11,12541,12541
6,19,12699,12699
6,20,12863,12863
22,17,12873,12873
1,4,12874,12874
26,38,12875,12875
26,9,12876,12876
0,24,12884,12884
7,31,12885,12885
20,3,12886,12886
0,15,12886,12886
24,33,12897,12897
0,3,12904,12904
13,19,13036,13036
29,18,13050,13050
10,6,13054,13054
20,19,13060,13060
20,16,13080,13080
23,1,13238,13238
5,1,13239,13239
17,9,13245,13245
8,30,13255,13255
0,21,13267,13267
14,33,13500,13500
25,22,13504,13504
19,22,13504,13504
19,29,13507,13507
24,39,13507,13507
2,19,13508,13508
22,16,13510,13510
17,29,13511,13511
13,6,13512,13512
5,32,13513,13513
24,20,13514,13514
5,29,13515,13515
21,22,13515,13515
5,6,13516,13516
5,32,13518,13518
12,16,13521,13521
17,33,13523,13523
21,31,13524,13524
10,20,13525,13525
24,2,13525,13525
29,15,13529,13529
29,15,13529,13529
10,21,13531,13531
13,29,13531,13531
20,7,13535,13535
21,33,13536,13536
5,1,13539,13539
5,29,13544,13544
17,31,14027,14027
26,16,14033,14033
21,20,14035,14035
20,20,14044,14044
26,23,14050,14050
0,36,14054,14054
24,31,14591,14591
19,16,14678,14678
20,2,14680,14680
5,30,14682,14682
17,17,14682,14682
22,19,14690,14690
10,20,14691,14691
0,2,14692,14692
7,7,14698,14698
13,8,14712,14712
12,7,14730,14730
12,6,14739,14739
27,15,14826,14826
22,17,14829,14829
7,20,14831,14831
7,33,14839,14839
5,20,14841,14841
13,29,14842,14842
26,17,14845,14845
28,1,14854,14854
2,19,14854,14854
22,21,14854,14854
19,7,14855,14855
8,33,14855,14855
3,21,14857,14857
20,17,14858,14858
13,39,14860,14860
7,39,14860,14860
5,1,14862,14862
24,32,14864,14864
12,8,14864,14864
20,19,14864,14864
22,7,14865,14865
24,7,14868,14868
21,12,14869,14869
8,7,14869,14869
21,22,14873,14873
13,25,14874,14874
0,30,14875,14875
16,9,14875,14875
0,8,14875,14875
5,33,14876,14876
7,8,14876,14876
7,30,14877,14877
20,21,14880,14880
7,1,14880,14880
5,7,14882,14882
7,12,14883,14883
20,1,14884,14884
5,4,14893,14893
19,19,14896,14896
5,7,14897,14897
24,16,14899,14899
20,18,14899,14899
12,18,14900,14900
17,16,14903,14903
10,7,14904,14904
0,30,14905,14905
29,16,14905,14905
5,17,14908,14908
12,9,14909,14909
20,32,14909,14909
5,39,14910,14910
20,12,14910,14910
26,19,14912,14912
5,33,14914,14914
10,17,14918,14918
22,17,14922,14922
12,30,14926,14926
12,33,14926,14926
22,17,14928,14928
20,27,14929,14929
0,19,14931,14931
21,1,14937,14937
7,16,14943,14943
21,10,15118,15118
3,3,15975,15975
26,24,15982,15982
16,6,16142,16142
16,18,16293,16293
12,34,16472,16472
16,5,16512,16512
20,5,16514,16514
12,24,16515,16515
11,20,16593,16593
14,28,16788,16788
1,20,16845,16845
12,27,17473,17473
21,38,17774,17774
22,8,17800,17800
14,2,17815,17815
1,15,17815,17815
1,2,17816,17816
0,15,17817,17817
13,14,17817,17817
7,35,17819,17819
26,15,17822,17822
29,8,17825,17825
2,39,17828,17828
26,2,17831,17831
2,39,17831,17831
29,21,17831,17831
5,21,17832,17832
22,39,17832,17832
22,39,17835,17835
5,5,17835,17835
10,17,17837,17837
2,14,17838,17838
12,15,17839,17839
1,20,17842,17842
20,14,17843,17843
22,20,17843,17843
13,20,17845,17845
12,16,17847,17847
17,39,17858,17858
10,15,17861,17861
20,21,17866,17866
25,0,17868,17868
5,35,17868,17868
22,32,17870,17870
24,31,17872,17872
21,38,17873,17873
20,2,17876,17876
13,10,17876,17876
22,14,17879,17879
12,0,17881,17881
20,37,17882,17882
21,24,17882,17882
19,8,17883,17883
20,2,17884,17884
29,15,17884,17884
6,15,17884,17884
20,20,17884,17884
5,2,17884,17884
0,20,17884,17884
20,15,17885,17885
