alarm_id,device_id,start_timestamp,end_timestamp
29,17,105,105
24,19,105,105
5,19,106,106
13,17,109,109
21,33,112,112
26,26,114,114
10,18,114,114
16,26,557,557
9,26,557,557
7,25,557,557
28,12,557,557
24,33,558,558
5,15,558,558
1,17,560,560
20,12,560,560
18,30,560,560
10,28,562,562
3,12,562,562
7,28,562,562
10,17,562,562
10,17,562,562
22,16,563,563
0,17,564,564
18,25,564,564
7,8,569,569
8,7,572,572
0,9,580,580
26,9,580,580
21,39,1147,1147
24,5,1147,1147
16,35,1147,1147
21,9,1147,1147
6,28,1147,1147
11,28,1147,1147
20,35,1148,1148
13,24,1149,1149
29,30,1149,1149
26,24,1150,1150
13,7,1151,1151
26,8,1152,1152
20,5,1157,1157
20,5,1158,1158
10,22,1161,1161
6,9,1166,1166
23,24,1176,1176
10,5,1176,1176
26,4,1177,1177
21,0,1179,1179
16,39,1222,1222
5,35,1356,1356
0,21,1424,1424
26,21,1526,1526
13,39,1526,1526
0,26,1530,1530
16,37,1652,1652
13,11,1811,1811
26,11,1813,1813
20,4,2361,2361
20,39,2484,2484
1,5,2484,2484
23,38,2550,2550
0,8,2550,2550
10,27,2561,2561
8,27,2623,2623
20,30,2624,2624
23,21,2680,2680
27,5,2680,2680
25,24,2680,2680
15,3,2680,2680
9,24,2680,2680
5,16,2681,2681
12,29,2681,2681
29,4,2682,2682
10,15,2682,2682
27,0,2682,2682
26,38,2682,2682
20,28,2682,2682
24,24,2683,2683
7,5,2683,2683
21,9,2683,2683
25,0,2684,2684
29,24,2685,2685
20,4,2688,2688
0,35,2689,2689
8,28,2695,2695
13,3,2695,2695
4,16,2780,2780
7,12,2782,2782
26,25,2792,2792
1,19,2793,2793
7,0,2793,2793
1,27,2793,2793
28,0,2793,2793
7,33,2793,2793
19,10,2793,2793
16,0,2794,2794
13,2,2795,2795
12,27,2799,2799
12,24,2800,2800
29,7,2802,2802
21,32,2803,2803
5,7,2804,2804
29,0,3175,3175
22,38,3225,3225
28,37,3225,3225
3,5,3225,3225
18,9,3225,3225
7,37,3227,3227
13,37,3229,3229
6,38,3315,3315
26,12,3315,3315
11,8,3315,3315
29,23,3315,3315
1,15,3317,3317
1,39,3318,3318
7,5,3327,3327
0,38,3337,3337
29,9,3347,3347
3,19,3347,3347
16,39,3349,3349
29,9,3351,3351
5,28,3352,3352
26,5,3353,3353
13,13,3354,3354
10,5,3355,3355
26,0,3356,3356
16,18,3357,3357
5,37,3363,3363
0,24,3369,3369
26,3,3464,3464
0,26,3468,3468
17,37,4321,4321
21,15,4322,4322
5,27,4323,4323
0,33,4323,4323
13,17,4323,4323
17,1,4544,4544
20,20,4552,4552
5,20,4560,4560
20,22,4583,4583
12,38,4844,4844
24,28,4868,4868
9,0,4868,4868
21,14,4872,4872
23,24,4873,4873
16,24,4874,4874
13,24,4882,4882
10,24,4883,4883
29,27,4884,4884
18,20,4884,4884
2,39,4884,4884
1,39,4885,4885
8,22,5009,5009
8,39,5009,5009
23,22,5009,5009
26,32,5010,5010
16,32,5011,5011
0,29,5011,5011
16,29,5011,5011
0,39,5011,5011
20,30,5018,5018
5,16,5020,5020
7,31,5026,5026
29,2,5028,5028
0,33,5180,5180
11,39,5239,5239
29,5,5241,5241
26,38,5241,5241
0,12,5246,5246
18,8,5475,5475
10,12,5476,5476
0,24,5528,5528
24,37,5592,5592
26,38,5859,5859
16,35,5904,5904
20,14,5950,5950
17,1,6419,6419
14,32,6443,6443
17,32,6443,6443
5,2,6446,6446
19,7,6451,6451
25,7,6451,6451
26,32,6451,6451
8,19,6452,6452
6,19,6453,6453
24,6,6454,6454
0,17,6454,6454
26,16,6454,6454
22,1,6455,6455
20,7,6455,6455
16,39,6456,6456
5,7,6458,6458
0,12,6460,6460
26,6,6463,6463
20,25,6481,6481
27,7,6481,6481
2,31,6485,6485
1,4,6486,6486
9,7,6921,6921
26,30,6922,6922
29,31,6923,6923
13,32,6932,6932
18,19,6933,6933
1,16,6934,6934
29,39,6936,6936
0,2,6937,6937
12,16,6937,6937
13,21,6937,6937
21,3,6937,6937
22,30,6937,6937
2,33,6937,6937
16,12,6937,6937
29,12,6937,6937
22,29,6938,6938
10,6,6939,6939
20,38,6939,6939
4,34,6939,6939
17,33,6939,6939
11,17,6939,6939
5,11,6939,6939
12,7,6940,6940
26,27,6940,6940
10,16,6940,6940
10,8,6940,6940
20,26,6941,6941
6,17,6941,6941
0,29,6941,6941
0,18,6942,6942
22,15,6942,6942
29,7,6943,6943
24,25,6943,6943
1,12,6945,6945
0,3,6945,6945
0,15,6947,6947
20,26,6949,6949
0,27,6950,6950
20,17,6952,6952
5,7,6953,6953
7,12,6954,6954
22,39,6954,6954
13,12,6957,6957
5,12,6958,6958
21,33,6959,6959
7,5,6961,6961
24,39,6964,6964
5,23,6965,6965
5,23,6965,6965
22,1,6969,6969
20,22,6979,6979
16,1,7199,7199
12,1,7200,7200
12,26,7283,7283
20,23,8047,8047
22,34,8153,8153
5,37,8576,8576
19,18,8841,8841
1,5,8845,8845
7,36,8850,8850
0,19,8861,8861
7,13,9638,9638
26,15,9639,9639
27,20,9669,9669
1,17,9669,9669
7,33,9681,9681
29,20,9682,9682
26,22,9686,9686
28,18,9836,9836
19,22,9836,9836
3,8,9840,9840
5,29,9840,9840
26,22,9841,9841
29,12,9841,9841
12,32,9842,9842
26,38,9845,9845
5,6,9850,9850
29,30,9851,9851
24,39,9851,9851
26,8,9853,9853
26,38,9854,9854
0,32,9854,9854
26,32,9856,9856
20,22,9857,9857
0,21,9858,9858
5,39,9858,9858
10,20,9860,9860
0,14,9861,9861
20,33,9881,9881
24,16,10246,10246
1,8,10743,10743
0,23,10748,10748
26,15,10748,10748
20,15,10749,10749
2,19,10803,10803
11,16,10803,10803
23,31,10811,10811
10,23,10815,10815
