alarm_id,device_id,start_timestamp,end_timestamp
24,23,897,897
25,21,1019,1019
16,35,1090,1090
24,29,1128,1128
24,36,1444,1444
12,23,1449,1449
10,18,1450,1450
10,21,1465,1465
0,35,1467,1467
29,23,1483,1483
13,38,1485,1485
21,36,1488,1488
26,31,1492,1492
26,38,1493,1493
21,39,1493,1493
26,2,1624,1624
11,22,1899,1899
18,32,1899,1899
27,32,1982,1982
3,25,1984,1984
12,22,2000,2000
5,9,2194,2194
25,4,2194,2194
3,1,2199,2199
26,30,2202,2202
13,30,2203,2203
29,9,2205,2205
20,12,2220,2220
15,16,2418,2418
11,4,2476,2476
6,31,2478,2478
4,31,2479,2479
13,4,2479,2479
0,31,2482,2482
6,4,2483,2483
29,9,2484,2484
5,28,2488,2488
5,28,2489,2489
7,4,2489,2489
0,23,2491,2491
1,31,2491,2491
26,38,2492,2492
3,38,2493,2493
24,20,2495,2495
13,36,2496,2496
3,4,2499,2499
20,16,2500,2500
26,39,2500,2500
10,4,2501,2501
5,39,2502,2502
26,20,2502,2502
20,30,2503,2503
29,38,2503,2503
0,28,2505,2505
1,24,2505,2505
26,21,2505,2505
0,1,2506,2506
26,31,2507,2507
3,31,2509,2509
3,20,2509,2509
0,38,2509,2509
26,13,2509,2509
13,20,2509,2509
13,20,2511,2511
26,4,2518,2518
0,13,2519,2519
26,31,2520,2520
26,31,2522,2522
0,30,2522,2522
0,13,2524,2524
26,30,2524,2524
0,22,2526,2526
26,15,2530,2530
21,8,3223,3223
0,0,3232,3232
22,2,3482,3482
20,29,3489,3489
24,8,3655,3655
17,31,4265,4265
15,21,4438,4438
23,34,4440,4440
10,21,4442,4442
4,16,4442,4442
7,3,4444,4444
26,21,4449,4449
26,1,4451,4451
20,21,4451,4451
2,3,4452,4452
7,0,4543,4543
26,28,4543,4543
13,24,4559,4559
13,35,4839,4839
24,24,4964,4964
20,6,5009,5009
14,37,5576,5576
13,13,5579,5579
4,9,5579,5579
24,4,5582,5582
10,37,5583,5583
10,9,5583,5583
7,4,5583,5583
24,4,5589,5589
21,4,5590,5590
13,28,5593,5593
25,9,5594,5594
3,13,5596,5596
26,15,5597,5597
24,15,5611,5611
10,9,5805,5805
28,20,6051,6051
7,2,6054,6054
7,2,6056,6056
22,31,6057,6057
26,26,6057,6057
1,0,6064,6064
26,0,6068,6068
20,0,6147,6147
17,0,6147,6147
11,5,6171,6171
17,5,6174,6174
10,24,6180,6180
14,28,6504,6504
0,11,6703,6703
20,36,7759,7759
7,8,7904,7904
19,26,8226,8226
21,38,8438,8438
26,36,9125,9125
1,30,9345,9345
11,30,9516,9516
16,17,9519,9519
7,16,9675,9675
13,16,9677,9677
18,29,9852,9852
29,20,9859,9859
27,0,10162,10162
12,8,10167,10167
1,13,10167,10167
21,7,10168,10168
29,0,10173,10173
21,14,10173,10173
29,28,10174,10174
5,31,10177,10177
24,0,10179,10179
21,27,10181,10181
21,15,10181,10181
12,13,10181,10181
13,28,10181,10181
26,13,10182,10182
13,33,10186,10186
29,10,10186,10186
12,10,10186,10186
5,9,10189,10189
0,9,10189,10189
29,20,10190,10190
5,10,10191,10191
5,10,10193,10193
20,15,10195,10195
5,4,10195,10195
12,24,10199,10199
20,20,10202,10202
10,28,10205,10205
26,28,10206,10206
0,30,10206,10206
29,8,10207,10207
10,29,10217,10217
26,30,10230,10230
5,0,10427,10427
11,21,10756,10756
19,36,10800,10800
17,27,10812,10812
7,6,11127,11127
11,19,11158,11158
26,39,11425,11425
0,24,11520,11520
21,31,11799,11799
0,4,11817,11817
20,4,11823,11823
3,11,12007,12007
6,0,12101,12101
17,28,12470,12470
11,26,12694,12694
16,18,12695,12695
21,19,12700,12700
13,2,12701,12701
13,2,12702,12702
10,12,12713,12713
26,6,12720,12720
0,6,12729,12729
20,19,12769,12769
1,30,12905,12905
29,4,12906,12906
10,30,12907,12907
5,30,12909,12909
0,27,12912,12912
7,30,12914,12914
29,22,12918,12918
11,4,13251,13251
23,38,13255,13255
29,20,13256,13256
10,31,13257,13257
21,20,13257,13257
20,29,13258,13258
26,28,13258,13258
26,4,13259,13259
7,0,13260,13260
0,7,13265,13265
20,30,13267,13267
5,27,13273,13273
0,9,13276,13276
0,7,13282,13282
20,24,13382,13382
20,1,14188,14188
5,19,14206,14206
7,9,14265,14265
13,4,14282,14282
25,22,14503,14503
17,8,14504,14504
21,38,14509,14509
20,22,14512,14512
5,1,14919,14919
0,7,14920,14920
12,4,14982,14982
26,30,14983,14983
27,12,15681,15681
5,26,15681,15681
20,38,15684,15684
19,25,15684,15684
5,36,15685,15685
2,17,15685,15685
17,18,15686,15686
5,7,15686,15686
6,19,15686,15686
20,33,15686,15686
25,38,15687,15687
5,15,15687,15687
1,7,15688,15688
22,39,15689,15689
20,36,15690,15690
0,33,15696,15696
20,16,15697,15697
0,33,15700,15700
17,36,15700,15700
3,6,15702,15702
21,18,15704,15704
7,23,15705,15705
20,10,15712,15712
12,9,15715,15715
5,38,15716,15716
26,23,15720,15720
24,17,15722,15722
12,30,15722,15722
1,1,15723,15723
20,19,15729,15729
13,39,15733,15733
6,19,15740,15740
10,4,15740,15740
21,28,15742,15742
26,5,15744,15744
22,33,15770,15770
12,25,15781,15781
5,22,15783,15783
27,32,15864,15864
20,25,15865,15865
12,3,16091,16091
26,21,16109,16109
29,6,16140,16140
8,9,16262,16262
0,3,16268,16268
12,28,16278,16278
26,28,16280,16280
0,38,16282,16282
27,36,16366,16366
25,1,16370,16370
22,21,16380,16380
20,21,16381,16381
16,19,16598,16598
21,17,16601,16601
20,34,16602,16602
7,19,16614,16614
11,32,16951,16951
22,10,17192,17192
10,4,17444,17444
9,30,17800,17800
15,12,17802,17802
8,8,17804,17804
16,20,17805,17805
27,17,17805,17805
13,20,17806,17806
22,19,17807,17807
12,16,17808,17808
16,22,17810,17810
13,32,17811,17811
12,22,17811,17811
21,20,17812,17812
21,0,17813,17813
7,20,17815,17815
18,16,17815,17815
7,8,17816,17816
26,3,17817,17817
20,2,17820,17820
19,30,17822,17822
29,19,17822,17822
5,3,17822,17822
2,19,17823,17823
12,17,17824,17824
2,30,17825,17825
13,16,17825,17825
13,33,17827,17827
10,16,17828,17828
29,16,17829,17829
13,19,17829,17829
26,4,17829,17829
26,31,17830,17830
17,18,17830,17830
10,19,17831,17831
11,21,17831,17831
26,39,17831,17831
10,16,17831,17831
1,21,17831,17831
26,3,17832,17832
26,2,17832,17832
10,35,17833,17833
20,26,17833,17833
5,21,17833,17833
10,1,17834,17834
1,1,17834,17834
17,9,17834,17834
20,15,17835,17835
0,21,17835,17835
21,21,17836,17836
16,10,17836,17836
0,36,17837,17837
10,17,17838,17838
2,12,17847,17847
26,30,17847,17847
26,19,17847,17847
10,30,17848,17848
3,4,17848,17848
7,19,17850,17850
13,38,17851,17851
26,19,17852,17852
29,15,17852,17852
13,33,17853,17853
3,31,17856,17856
10,19,17856,17856
24,16,17858,17858
20,17,17859,17859
5,17,17866,17866
5,15,17868,17868
0,6,17870,17870
10,37,17899,17899
19,13,18242,18242
12,1,18246,18246
6,9,18246,18246
12,13,18247,18247
22,19,18252,18252
21,20,18255,18255
20,1,18256,18256
16,19,18257,18257
21,17,18258,18258
7,6,18260,18260
29,19,18260,18260
21,39,18261,18261
29,13,18266,18266
22,28,18266,18266
20,38,18266,18266
5,34,18268,18268
21,20,18269,18269
13,16,18276,18276
24,16,18279,18279
1,37,18300,18300
19,4,18464,18464
20,31,18466,18466
17,4,18477,18477
20,6,18874,18874
13,21,19011,19011
25,1,19036,19036
22,21,19039,19039
11,1,19042,19042
7,1,19043,19043
1,19,19043,19043
17,9,19044,19044
3,1,19045,19045
3,4,19045,19045
12,17,19046,19046
21,33,19046,19046
1,9,19047,19047
20,9,19048,19048
21,9,19049,19049
13,4,19049,19049
16,7,19049,19049
0,9,19049,19049
10,33,19051,19051
3,3,19052,19052
29,38,19055,19055
21,30,19055,19055
29,28,19057,19057
26,17,19058,19058
7,37,19059,19059
29,28,19060,19060
21,4,19061,19061
0,1,19061,19061
21,23,19063,19063
5,5,19063,19063
5,13,19064,19064
7,38,19064,19064
11,4,19066,19066
20,5,19066,19066
6,19,19067,19067
4,9,19067,19067
1,30,19067,19067
7,31,19070,19070
29,17,19072,19072
21,38,19077,19077
22,19,19078,19078
5,39,19083,19083
15,3,19229,19229
2,24,19231,19231
16,4,19237,19237
0,31,19241,19241
6,0,19243,19243
16,28,19244,19244
20,28,19253,19253
0,28,19341,19341
11,35,19437,19437
16,35,19438,19438
0,27,19441,19441
1,32,19539,19539
28,22,19583,19583
0,29,19585,19585
16,39,19586,19586
0,39,19588,19588
19,27,20052,20052
17,17,20053,20053
15,3,20366,20366
25,35,20660,20660
20,28,20665,20665
17,15,20681,20681
