alarm_id,device_id,start_timestamp,end_timestamp
9,36,91,91
25,38,93,93
19,38,97,97
20,8,98,98
17,39,101,101
8,8,105,105
0,36,108,108
20,35,115,115
29,34,116,116
16,12,120,120
12,12,125,125
20,0,132,132
3,39,171,171
16,19,177,177
16,21,177,177
13,10,184,184
7,34,185,185
20,35,192,192
16,5,196,196
7,21,197,197
10,22,197,197
16,5,198,198
7,39,199,199
26,23,214,214
2,32,1183,1183
28,2,1183,1183
7,39,1184,1184
19,26,1187,1187
4,32,1187,1187
3,3,1189,1189
24,20,1197,1197
21,39,1200,1200
21,22,1203,1203
29,22,1204,1204
13,2,1205,1205
7,26,1207,1207
21,39,1208,1208
24,15,1210,1210
29,35,1211,1211
10,8,1217,1217
5,28,1219,1219
13,5,1219,1219
0,20,1224,1224
20,18,1229,1229
9,32,1332,1332
24,38,1371,1371
5,8,1376,1376
26,36,1380,1380
21,29,1383,1383
17,20,1602,1602
10,17,1604,1604
5,39,1608,1608
15,25,1842,1842
0,35,1857,1857
23,35,1857,1857
5,35,1861,1861
10,38,1863,1863
21,38,1864,1864
8,21,1866,1866
26,36,1870,1870
10,25,1875,1875
12,9,1908,1908
10,13,1910,1910
21,37,1911,1911
21,4,1922,1922
26,15,1922,1922
20,31,1923,1923
20,20,1942,1942
20,0,1942,1942
26,28,1956,1956
3,32,2178,2178
8,10,3523,3523
24,0,3528,3528
0,0,3528,3528
26,14,3529,3529
12,13,3537,3537
5,13,3549,3549
29,20,3549,3549
10,14,3550,3550
5,29,3557,3557
29,27,3564,3564
5,24,3564,3564
13,12,3572,3572
3,18,3891,3891
16,36,3905,3905
26,17,3906,3906
0,30,3912,3912
7,35,3915,3915
20,15,3925,3925
26,38,3925,3925
20,19,3933,3933
17,18,4044,4044
26,36,4050,4050
3,16,4608,4608
13,12,4615,4615
5,38,4618,4618
17,34,5020,5020
10,38,5023,5023
20,23,5024,5024
22,17,5029,5029
4,27,5330,5330
22,4,5407,5407
23,20,5450,5450
12,3,5569,5569
2,32,5630,5630
20,32,5635,5635
0,30,5929,5929
22,19,6225,6225
7,16,6228,6228
23,1,6669,6669
8,31,6719,6719
12,14,6784,6784
10,6,7255,7255
20,12,7256,7256
27,30,7382,7382
16,17,7383,7383
19,23,7387,7387
7,33,7390,7390
10,27,7392,7392
14,20,7588,7588
21,26,7610,7610
13,17,7623,7623
5,33,7627,7627
27,29,8194,8194
10,8,8195,8195
22,38,8200,8200
13,15,8201,8201
16,38,8201,8201
12,9,8213,8213
26,17,8227,8227
1,24,8312,8312
15,1,8817,8817
21,1,8823,8823
26,7,8828,8828
5,15,9205,9205
20,27,9420,9420
11,34,10057,10057
9,35,10109,10109
17,2,10109,10109
15,28,10111,10111
2,31,10116,10116
5,20,10117,10117
6,16,10119,10119
17,14,10171,10171
10,14,10172,10172
15,0,10258,10258
7,14,10259,10259
26,2,10263,10263
26,29,10265,10265
3,0,10269,10269
23,24,10269,10269
10,2,10269,10269
21,11,10272,10272
9,11,10405,10405
15,13,10417,10417
12,31,10496,10496
21,7,10761,10761
7,25,10878,10878
1,15,10893,10893
2,10,11063,11063
8,0,11066,11066
19,14,11086,11086
1,14,11098,11098
16,36,11108,11108
7,0,11156,11156
2,23,11398,11398
26,23,11400,11400
20,21,11447,11447
21,11,11679,11679
13,0,11746,11746
5,28,11750,11750
9,8,11886,11886
26,38,11887,11887
0,34,11890,11890
20,36,11902,11902
20,39,11918,11918
0,8,11922,11922
21,34,12073,12073
25,37,12414,12414
3,15,12419,12419
27,20,12529,12529
1,20,12529,12529
8,2,12701,12701
25,17,12767,12767
11,15,13079,13079
14,5,13121,13121
25,5,13122,13122
20,9,13123,13123
29,28,13124,13124
6,18,13125,13125
5,38,13127,13127
0,36,13127,13127
22,39,13129,13129
29,36,13129,13129
12,22,13316,13316
18,17,13445,13445
15,39,13604,13604
26,32,13604,13604
3,18,13651,13651
3,5,13753,13753
6,5,13753,13753
24,39,13755,13755
12,5,13757,13757
8,13,13758,13758
13,39,13759,13759
22,28,13766,13766
26,9,13766,13766
0,9,13767,13767
29,24,13767,13767
16,28,13768,13768
13,28,13770,13770
21,28,13773,13773
29,11,14015,14015
12,14,14127,14127
26,0,14130,14130
21,29,14137,14137
7,3,14154,14154
20,33,14156,14156
9,19,14360,14360
19,39,14366,14366
13,9,14366,14366
25,16,14368,14368
19,16,14369,14369
0,6,14370,14370
27,16,14373,14373
16,1,14373,14373
12,9,14376,14376
5,17,14377,14377
24,2,14378,14378
26,13,14380,14380
5,6,14381,14381
24,2,14381,14381
5,38,14381,14381
22,19,14383,14383
24,30,14384,14384
20,30,14384,14384
12,33,14384,14384
5,20,14387,14387
20,2,14387,14387
7,39,14387,14387
19,6,14392,14392
29,18,14394,14394
13,30,14394,14394
0,35,14394,14394
26,12,14395,14395
20,21,14395,14395
26,4,14398,14398
25,16,14399,14399
19,12,14400,14400
29,30,14400,14400
0,21,14401,14401
21,6,14402,14402
2,12,14405,14405
24,26,14405,14405
1,26,14405,14405
0,9,14406,14406
29,17,14407,14407
26,18,14412,14412
26,18,14412,14412
13,16,14415,14415
5,21,14425,14425
20,5,14428,14428
10,12,14430,14430
13,32,14716,14716
7,28,15493,15493
7,33,16263,16263
13,29,16294,16294
13,29,16301,16301
9,7,16346,16346
1,31,16348,16348
13,33,16440,16440
16,4,16494,16494
1,34,16505,16505
11,37,16514,16514
10,12,17444,17444
8,15,17535,17535
18,30,17567,17567
3,4,17571,17571
26,23,17571,17571
16,31,17573,17573
13,28,17583,17583
13,28,17597,17597
4,19,17682,17682
5,17,17690,17690
1,25,17728,17728
7,34,17741,17741
16,6,17818,17818
12,6,17821,17821
26,12,17830,17830
9,1,17931,17931
19,21,17936,17936
18,15,17938,17938
15,4,17938,17938
26,4,17939,17939
26,31,17939,17939
10,4,17940,17940
5,36,17942,17942
3,38,17944,17944
10,21,17944,17944
20,30,17946,17946
20,3,17949,17949
26,1,17950,17950
15,1,17950,17950
2,7,17952,17952
16,25,17953,17953
29,12,17954,17954
20,7,17955,17955
13,31,17957,17957
0,33,17957,17957
13,25,17958,17958
7,30,17960,17960
3,30,17960,17960
0,23,17963,17963
26,1,17981,17981
16,22,17986,17986
23,26,18085,18085
18,12,18088,18088
11,7,18091,18091
20,7,18092,18092
26,3,18092,18092
21,31,18095,18095
10,26,18095,18095
29,12,18095,18095
13,30,18103,18103
26,30,18119,18119
20,17,18121,18121
0,7,18129,18129
9,14,18137,18137
10,3,18142,18142
13,25,18147,18147
24,22,18286,18286
6,24,18570,18570
9,36,18787,18787
10,27,19024,19024
13,12,19114,19114
23,13,19167,19167
18,9,19427,19427
26,9,19431,19431
3,9,19436,19436
2,4,19437,19437
26,5,19437,19437
22,9,19438,19438
26,28,19439,19439
7,1,19440,19440
7,38,19443,19443
20,24,19444,19444
5,1,19447,19447
3,19,19456,19456
5,1,19456,19456
7,1,19457,19457
29,9,19457,19457
13,7,19460,19460
13,35,19884,19884
27,5,19906,19906
13,8,20076,20076
26,29,20084,20084
26,7,20084,20084
20,31,20092,20092
11,36,20108,20108
1,23,20113,20113
1,3,20118,20118
6,16,20244,20244
28,17,20244,20244
1,19,20245,20245
18,34,20250,20250
2,38,20255,20255
4,12,20256,20256
12,21,20257,20257
21,39,20259,20259
6,27,20261,20261
22,20,20265,20265
2,19,20266,20266
10,39,20266,20266
3,17,20266,20266
2,15,20273,20273
26,27,20276,20276
20,17,20278,20278
6,37,20278,20278
5,20,20286,20286
2,21,20291,20291
16,16,20292,20292
7,2,20292,20292
26,1,20295,20295
17,19,20641,20641
25,37,20822,20822
14,6,20831,20831
10,16,20979,20979
16,38,21175,21175
29,13,22272,22272
14,2,22279,22279
17,24,22397,22397
4,26,22778,22778
3,27,22824,22824
12,11,23016,23016
2,33,23241,23241
5,35,23353,23353
22,20,23741,23741
12,39,23742,23742
16,17,24353,24353
10,38,24652,24652
23,33,24975,24975
26,12,24978,24978
20,33,24979,24979
9,13,25219,25219
17,30,25299,25299
14,15,25524,25524
20,1,25606,25606
9,8,25783,25783
25,38,25785,25785
11,8,25785,25785
11,23,25786,25786
5,23,25786,25786
0,8,25787,25787
1,7,25787,25787
13,8,25788,25788
20,31,25788,25788
4,8,25789,25789
16,38,25789,25789
3,30,25791,25791
26,4,25792,25792
1,38,25792,25792
13,30,25793,25793
26,4,25794,25794
29,23,25794,25794
16,22,25795,25795
10,30,25796,25796
1,12,25796,25796
26,8,25798,25798
26,23,25798,25798
29,29,25798,25798
29,30,25802,25802
21,22,25805,25805
13,30,26301,26301
26,8,26307,26307
16,25,26540,26540
27,12,26677,26677
26,38,26961,26961
20,29,26968,26968
0,29,26970,26970
10,2,27459,27459
3,36,27769,27769
24,23,27782,27782
29,18,27783,27783
21,22,27785,27785
21,26,27786,27786
5,26,27786,27786
29,38,27788,27788
5,38,27789,27789
0,33,27790,27790
0,3,27793,27793
29,31,27795,27795
26,31,27797,27797
21,39,27797,27797
7,22,27802,27802
12,38,27804,27804
21,9,27806,27806
0,3,27808,27808
17,3,27912,27912
22,21,27915,27915
24,35,27928,27928
22,17,27961,27961
24,19,27967,27967
5,18,27969,27969
12,39,27970,27970
29,39,27977,27977
0,17,27990,27990
26,5,27990,27990
2,0,28065,28065
22,28,28070,28070
20,26,28257,28257
24,27,28936,28936
9,3,29001,29001
18,9,29003,29003
13,24,29005,29005
10,24,29007,29007
23,39,29008,29008
11,19,29008,29008
7,39,29009,29009
5,5,29009,29009
20,20,29009,29009
17,5,29010,29010
7,19,29011,29011
16,10,29012,29012
1,4,29014,29014
13,19,29014,29014
2,3,29014,29014
20,28,29014,29014
0,31,29015,29015
20,0,29016,29016
1,13,29016,29016
13,17,29018,29018
0,0,29020,29020
20,4,29020,29020
1,14,29027,29027
