alarm_id,device_id,start_timestamp,end_timestamp
4,20,4,4
3,252,6,6
25,83,12,12
19,163,18,18
24,163,22,22
26,163,26,26
5,146,26,26
28,16,32,32
6,163,39,39
16,83,40,40
16,162,44,44
7,115,46,46
22,27,47,47
1,230,52,52
0,69,53,53
20,134,56,56
20,189,63,63
26,163,63,63
0,88,64,64
0,150,65,65
18,217,79,79
13,225,149,149
26,298,156,156
1,243,223,223
28,168,274,274
16,168,275,275
0,96,276,276
2,278,279,279
21,236,280,280
2,68,288,288
8,181,296,296
27,141,328,328
0,18,361,361
22,248,404,404
5,14,473,473
0,72,476,476
28,95,512,512
9,213,566,566
17,213,570,570
22,294,574,574
10,139,581,581
25,9,705,705
5,9,706,706
12,110,708,708
5,90,708,708
22,180,714,714
11,103,715,715
23,130,718,718
10,103,719,719
13,103,721,721
21,285,729,729
13,170,732,732
16,216,741,741
21,216,749,749
0,105,750,750
13,114,755,755
8,294,780,780
18,76,783,783
20,251,787,787
9,61,829,829
25,61,833,833
13,259,835,835
5,164,838,838
22,164,850,850
5,259,851,851
25,123,899,899
21,156,902,902
23,194,908,908
0,17,912,912
9,124,972,972
15,254,976,976
13,124,979,979
23,219,985,985
24,166,986,986
19,273,987,987
21,294,988,988
12,235,988,988
2,154,988,988
21,251,989,989
1,273,989,989
0,129,990,990
21,137,991,991
10,79,993,993
12,57,994,994
25,137,994,994
29,15,996,996
20,107,998,998
20,113,998,998
5,295,1000,1000
29,124,1000,1000
5,15,1001,1001
21,268,1001,1001
5,11,1003,1003
26,137,1005,1005
3,212,1044,1044
16,234,1049,1049
20,234,1053,1053
0,92,1053,1053
5,234,1053,1053
20,52,1060,1060
12,201,1063,1063
19,59,1071,1071
21,229,1076,1076
7,229,1079,1079
21,229,1079,1079
7,41,1087,1087
4,17,1320,1320
0,5,1321,1321
20,254,1322,1322
5,254,1331,1331
5,28,1346,1346
23,90,1350,1350
5,136,1356,1356
4,232,1395,1395
21,283,1396,1396
7,135,1396,1396
6,270,1403,1403
16,270,1404,1404
0,14,1411,1411
28,145,1424,1424
16,92,1484,1484
16,69,1486,1486
13,232,1487,1487
26,270,1488,1488
21,94,1490,1490
12,155,1492,1492
13,236,1493,1493
20,94,1495,1495
0,163,1496,1496
0,94,1496,1496
0,87,1506,1506
20,232,1507,1507
20,92,1509,1509
5,270,1514,1514
21,122,1517,1517
0,234,1517,1517
23,110,1518,1518
0,215,1520,1520
21,46,1521,1521
8,280,1525,1525
27,122,1526,1526
7,46,1527,1527
26,210,1536,1536
22,13,1540,1540
17,284,1543,1543
0,284,1549,1549
20,20,1549,1549
18,262,1569,1569
2,227,1572,1572
21,153,1594,1594
20,74,1617,1617
15,266,1690,1690
22,40,1692,1692
2,269,1692,1692
4,106,1693,1693
3,158,1693,1693
18,266,1694,1694
10,176,1695,1695
16,247,1697,1697
21,25,1699,1699
28,266,1760,1760
16,176,1761,1761
