alarm_id,device_id,start_timestamp,end_timestamp
22,16,114,114
26,36,251,251
5,3,473,473
17,22,607,607
25,12,840,840
17,6,843,843
4,27,1060,1060
5,30,1356,1356
17,35,1470,1470
20,13,2180,2180
3,29,2786,2786
26,15,2803,2803
0,35,2804,2804
0,8,2804,2804
0,33,2808,2808
24,14,2812,2812
21,20,2813,2813
10,25,2817,2817
13,39,2817,2817
24,29,2820,2820
5,19,2831,2831
4,6,3121,3121
0,5,3128,3128
10,18,3128,3128
7,18,3133,3133
3,18,3133,3133
14,23,3277,3277
19,4,3414,3414
29,24,3417,3417
11,32,3542,3542
16,25,3547,3547
0,22,3549,3549
23,22,3559,3559
17,22,3569,3569
1,2,3573,3573
7,16,3574,3574
23,11,3574,3574
17,32,3576,3576
20,25,3576,3576
10,32,3576,3576
2,22,3576,3576
1,29,3579,3579
29,32,3580,3580
8,20,3580,3580
0,39,3580,3580
1,29,3581,3581
3,33,3583,3583
13,25,3584,3584
3,29,3584,3584
3,29,3584,3584
17,32,3585,3585
5,14,3585,3585
8,32,3585,3585
29,30,3585,3585
10,7,3586,3586
0,33,3587,3587
13,11,3587,3587
17,11,3587,3587
20,32,3587,3587
26,27,3587,3587
29,22,3588,3588
29,29,3588,3588
13,29,3589,3589
29,22,3589,3589
22,22,3589,3589
0,20,3590,3590
13,20,3591,3591
29,29,3592,3592
0,0,3592,3592
13,15,3592,3592
5,33,3594,3594
5,29,3594,3594
0,29,3595,3595
5,32,3597,3597
26,20,3598,3598
7,8,3598,3598
5,11,3601,3601
0,0,3608,3608
12,30,3619,3619
10,27,3621,3621
21,17,3624,3624
21,23,3627,3627
7,16,3637,3637
26,21,3641,3641
0,19,3642,3642
26,1,3644,3644
0,16,3644,3644
0,39,3646,3646
13,15,3652,3652
0,20,3660,3660
17,24,3690,3690
26,10,3697,3697
26,7,4106,4106
12,33,4270,4270
26,12,4284,4284
28,2,4342,4342
13,0,4346,4346
24,26,4353,4353
7,0,4543,4543
24,22,4684,4684
5,22,4696,4696
0,39,4700,4700
12,2,4730,4730
17,29,4814,4814
10,14,4824,4824
26,22,4833,4833
0,32,4836,4836
20,22,4838,4838
5,33,4841,4841
20,33,4843,4843
26,25,4847,4847
18,14,5908,5908
18,31,5939,5939
3,16,5954,5954
16,31,5959,5959
13,6,5959,5959
13,38,6192,6192
0,37,6221,6221
19,0,6949,6949
19,6,7288,7288
20,23,7290,7290
17,16,7291,7291
21,30,7295,7295
26,6,7300,7300
17,35,7665,7665
29,3,7720,7720
6,15,7924,7924
29,15,7926,7926
1,4,7930,7930
3,31,7931,7931
24,15,7931,7931
16,23,7931,7931
0,20,7933,7933
3,15,7936,7936
7,9,7939,7939
7,15,7943,7943
10,33,7944,7944
17,36,8266,8266
5,21,8271,8271
5,21,8274,8274
25,21,8376,8376
21,36,8376,8376
15,0,8817,8817
2,24,8818,8818
12,24,8824,8824
26,0,8832,8832
12,13,8833,8833
20,14,8835,8835
9,4,8992,8992
21,5,9297,9297
0,28,9299,9299
0,28,9317,9317
9,9,9323,9323
18,9,9325,9325
5,28,9329,9329
12,38,9330,9330
16,33,9356,9356
0,19,9356,9356
20,15,9359,9359
7,33,9378,9378
7,19,9383,9383
12,15,9387,9387
21,35,9389,9389
21,19,9409,9409
20,22,9409,9409
7,17,9413,9413
2,2,9887,9887
15,10,10097,10097
4,20,10262,10262
21,17,10267,10267
24,0,10279,10279
29,8,10295,10295
5,0,10427,10427
7,1,10442,10442
7,21,10843,10843
0,16,10979,10979
9,13,11249,11249
8,34,11318,11318
19,28,11523,11523
20,22,11927,11927
0,35,12422,12422
9,35,12719,12719
17,28,12721,12721
23,25,12723,12723
26,25,12723,12723
17,32,12724,12724
26,15,12725,12725
20,37,12726,12726
2,21,12726,12726
0,35,12730,12730
21,25,12731,12731
21,12,12735,12735
0,38,12735,12735
21,34,12738,12738
26,35,12739,12739
8,32,12741,12741
24,2,12744,12744
20,25,12745,12745
21,26,12746,12746
10,2,12749,12749
0,35,12750,12750
17,32,12750,12750
26,20,12757,12757
20,33,12758,12758
20,34,12759,12759
20,2,12763,12763
0,16,12796,12796
9,33,12904,12904
26,15,12911,12911
16,17,12913,12913
24,12,12914,12914
12,15,12914,12914
21,13,12917,12917
7,26,12968,12968
19,34,13122,13122
5,38,13126,13126
10,25,13164,13164
0,14,13177,13177
9,32,13566,13566
24,15,13662,13662
29,8,13663,13663
13,38,13665,13665
9,7,13666,13666
26,39,13669,13669
12,17,13673,13673
26,2,13675,13675
12,33,13676,13676
26,37,13679,13679
5,38,13683,13683
10,12,13683,13683
26,33,13684,13684
29,33,13684,13684
5,29,13692,13692
0,30,13696,13696
26,39,13697,13697
10,33,13712,13712
18,4,13730,13730
7,1,13737,13737
28,14,13855,13855
19,32,14096,14096
7,2,14169,14169
28,32,14294,14294
22,7,14301,14301
7,32,14303,14303
16,2,14313,14313
21,32,14313,14313
3,37,14658,14658
3,20,14852,14852
3,30,14940,14940
26,16,14946,14946
20,21,14948,14948
24,7,14948,14948
5,30,14949,14949
29,19,14952,14952
0,6,14954,14954
5,16,14957,14957
21,9,14958,14958
13,37,14959,14959
15,17,14972,14972
12,34,14973,14973
7,16,14973,14973
4,19,14974,14974
13,18,14975,14975
7,1,14975,14975
13,24,15515,15515
24,30,15811,15811
29,2,15953,15953
26,32,15976,15976
19,24,15980,15980
23,26,16020,16020
10,19,16031,16031
2,32,16243,16243
1,2,16247,16247
25,25,16281,16281
5,3,16321,16321
6,11,16413,16413
26,32,16560,16560
20,11,16574,16574
2,15,16830,16830
22,8,16837,16837
16,13,16839,16839
12,0,16839,16839
26,20,16842,16842
21,8,16842,16842
7,25,16845,16845
13,12,16846,16846
20,13,16853,16853
17,35,16857,16857
5,26,16858,16858
20,2,16860,16860
13,12,16870,16870
20,8,16937,16937
4,28,17065,17065
23,3,17344,17344
18,33,17359,17359
27,4,17603,17603
2,15,17605,17605
20,29,17605,17605
16,35,17606,17606
25,31,17608,17608
0,20,17610,17610
13,35,17612,17612
11,31,17612,17612
1,4,17616,17616
16,2,17617,17617
6,17,17618,17618
8,35,17627,17627
21,38,17630,17630
8,4,17630,17630
6,35,17631,17631
21,30,17631,17631
7,7,17634,17634
